,text
31495,Tụt top rồi :(
31496,Sao Gao Bạc  và cô Ngân  chia tay rồi mà quay lại hhehee
31497,😉😉😉
31498,cố gắng lên top 1 đi
31499,Hay quáaaaaaaaaaaaaaa
31500,Em cang nè anh
31501,Oẹ oẹ ọe
31502,Đỉnh của chớp😎😎
31503,hay nhưng hơi nổi da gà
31504,Ráng cày view lên top 1 nào
31505,Sammy  ko dep
31506,12223468l lai
31507,👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌
31508,"Mãi mãi yêu hero team 
Simmy I love you"
31509,Trời ơi hay nhưng mà tui thắc mắc á hero team chơi ff hay mini zậy
31510,Em thích anh rikaki vì giọng anh hay bình luận cũng hay nữa hihi
31511,Đỉnh
31512,Hero đâu giơ tay
31513,Em xem trễ rồi
31514,"Có cj MÈO SIMMY nua kìa em là fan cj MÈO SIMMYYYY😍em rat là yêu cj , cj còn đep hon cô tiên vay đó 😘💖💖💖💖💖💖❤❤❤❤❤❤💋"
31515,NHƯ CUTWS
31516,Đừ có mà đòi tim nha
31517,Ghét nhất nhóm cô ngân
31518,*Hay*
31519,Hay quá👍👍👍👏👏👏💯💯💯
31520,Team của cô ngân 👉❤👈
31521,Cả bài gần như thảm họa!
31522,😴😴😴😴
31523,Đổi rap như điện luôn
31524,Hay
31525,27 rồi
31526,"Nghe như đấm vào tai vậy, fast flow líu cả lưỡi đ hiểu lyric là gì luôn :)) thêm quả simmy rap mà đéo bật sub tiếng việt có khi đéo hiểu nó rap cái gì :)))"
31527,Toàn trẩu
31528,Nghe đc mỗi ông cuối hay
31529,Hero muôn năm
31530,6
31531,Bà  Sim cũng Cưới
31532,Ngầu vải
31533,Lên top lên top!
31534,Anh Vịt ơi rì ắt sờn đi anh
31535,Chị sim của em ơi em ủng hộ chịiiiiiiiiiiii😗😗😗😗😗😗
31536,LÊN TOP
31537,...❤
31538,Hây puá anh Vịt ơi em cho anh 10 điểm luôn 😍❤
31539,Trời dọng chị sam ngầu ghê
31540,👰🤵👸🤴
31541,Anh gao bạc nói phận cong 🤣😂
31542,Bạn sẽ không có ffgsmydgfnf e có bị
31543,Em Fan sam sung 😆
31544,simmy quá giỏi
31545,Tuột top yòi 😭😭😭😭
31546,Anh em cày nhiều lên
31547,mik thik Hero Team hon ;)
31548,A đù
31549,Chi zam mi dep qua
31550,Cố lên hero team à 😊😊😊
31551,Hay quá
31552,Simmy hát như tiếng nước nào ý😂
31553,"Mong cô Ngân thần thái tí, chứ như này đơ quá"
31554,hero team ko đủ chình với streamer đại chiến
31555,0:36 phong cận nói  Gao bạc là Gạo hồng à
31556,Hello chị Sammy Đào em fan chị nè
31557,Fan của cô ngân dơ tay
31558,Chi Hà Thao Linh Điệp qua do Thơ I
31559,Sam sim ngầu quá
31560,Cô ngân với simmy rạp là đỉnh
31561,Hay quá anh chi
31562,Bây giờ giá kinh khủng
31563,Like 👍👍
31564,Toi se bao thu😏😏😏😏😏😏😏☠💀👿💔
31565,Em thich co ngan hon ca tem
31566,Hu hu hu hu😭😭😭😭😭😭😭😫😭👹😈🤬😡😏😔
31567,Ua ming noi đung ma ta sao moi nguoi khong viet binh  luan cho con đi😔😔😔😔🤢🤮🤮😏😟😟😟😟😟
31568,Xem mà từng đợt từng đợt da gà nổi lên :(
31569,Đang top 3 tự nhiên đổi thành top 27 Noooooooooooooooooooooooo😭😭
31570,Cô ngân cũng cố gắng đúng không các bạn
31571,Hero là số 1
31572,Tui blink qua đây cày dùm
31573,Top 27 rùi 😭😭😭😭😭
31574,Em yêu chı simmy😶😊😊
31575,Cô ngân với bác gấu rap dở
31576,ôi các chồngggg
31577,Simmy simmy hay quáá
31578,Ôi bà ímmy cười cưng xỉu
31579,Đỉnh quá mọi người ơi 😍😍
31580,Chi kamui hat hay nhay
31581,I love hero team
31582,X
31583,I love hero team
31584,Lên top đi
31585,Simmy
31586,lỬa cHùA hAy qUá
31587,Cô ngân rap giở muốn chết luôn đúng không anh em
31588,Mê beat này luôn rồi😮
31589,tui thích hero rồi đó
31590,Thấy cô Ngân rạp hay quá bà simmy rạp như gà gáy hahaha
31591,lên toqthôi
31592,cô ngân là hay nhất
31593,Hero vẫn hơn zero co ngân chán lắm
31594,Quá đỉnh
31595,vãi 1 hour mà như một mv đến hết luôn
31596,Nghe ớn vai cac
31597,hay quá
31598,Hero team rap hay quá
31599,Nhìn si rô Căn rẻ
31600,Simmy cười :P
31601,Cố lên  mèo simi
31602,Id 2989827899
31603,Tao muốn có kc tại thấy bây nối đsungs
31604,Garenna hội quán ff nạp 40 để quay 100 phần trăm trúng mà chúc mừng sinh nhật đền đi
31605,cô ngân rap thấy mắc ói
31606,Trong đây là cô Ngân vs simmy rap hay  ♥️
31607,Sao lúc nào chị simmy cũng cười
31608,hero  và  hevy
31609,Lên top thôi
31610,Hà Thảo Linh rap hay quá
31611,Bác Gấu nhìn ngầu vãi:
31612,Top 1 nào
31613,Anh Phong ráp hay quá đi
31614,Nghe vui thôi chứ nghe nghiêm túc thì...
31615,Cô ngân rap như cứ
31616,Mv hay qua
31617,2:55
31618,chi simmy Rap Hay qua a 😍😍😍😍😍😍🤩🤩🤩🤩🤩🤩😎😎
31619,Cố lên Nữa mới có 20.444.705 Viewwwwwwwww hãy cố lên
31620,HERO TEAM hát hay nhất
31621,Lên top thôi
31622,Sao mv này ko có as
31623,"Tụt top rồi
Cố cày view đi moi ngươi"
31624,CỐ GẮNG LÊN TOP 1 NÀO MỌI NGƯỜI !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
31625,3:33 hơi hỗn nha
31626,Hero đỉnh quá cả Cô Ngân nx
31627,Theo mik thì anh siro và timmy rap hay nhất <3
31628,Mèo simmy là nhất
31629,Như ***
31630,Để 2× cày nhanh lắm
31631,Rap muốn buổn ngủ
31632,Huhu xuống top 26 r
31633,Khuc dau hay cực cho đến bác gấu dở bà cố
31634,ca chi kamui voi anh t -gaming rap cung hay luon
31635,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😋😋❤😍😍😍😍😍😍😍😍😍
31636,timmi ban ga ma bao headshot ca anh toan tay lun
31637,hero ga
31638,"câu đố dành cho bạn:
Team Nào Trẻ Trâu Hơn?
A.Streamer Free Fire
B.Hero Team
C.Không Team Nào Trẻ Trâu Hết
D.Cả Hải Đều Trẻ Trâu
Không Chửi Me Nha Mấy Cưng"
31639,A toàn cho bể đâu hết
31640,1:21 king rapper
31641,hero gà
31642,"Lố lăng :)) Đúng là không nên bắt cá học bơi, không nên bắt streamer hát rap."
31643,Thích 2 rapper simmy và cô ngân
31644,Cả nhà thuộc bài này luôn rồi 😂😂
31645,Hay quá
31646,Chết rùi tuột xuống trầm trọng thàng top24 lun
31647,Sao ko có as ta
31648,Lên huyền thoại
31649,Xoycupdupldu
31650,Hay qua
31651,Ohh lắm thế anh
31652,Hero team gắt qúa
31653,"Hero team hát hay hơn,sammy hát hay nhất"
31654,Cái gì 26 top thịnh hành cài diu đi
31655,FreeFire thì cút
31656,🍐🍐🍐🍐🍐🍐 top
31657,anh em cày lên top đê
31658,Cô ngân rap dỡ cực ks
31659,mv này hay quá
31660,Cái beat đc nhờ 🤣 Cày típ hoi tụt hơi nhiều 😑 Cố lin mí bợn 😊🤪
31661,Cố lên top 10
31662,"Đúng là lên top thật ,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍quá hay mà"
31663,MV ĐỈNH QUÁ Ờ MÂY ZING LUN MẶT AI KUG NHÌN BỐ LÁO NHỈ
31664,Sao chi simmy cứ  cười khi luc danh nhau vậy
31665,20 triệu thẳng tiến ae ơi
31666,Hero team rap hay nhất
31667,"Co Ngan rap that hay, so 1!??!"
31668,Thuiknmj
31669,Hero team 😍😍😍😍
31670,A đù
31671,Hay quá cho 1 dislike thôi :)
31672,Hero ráp nhanh ghê
31673,em là fan của Chị Simmy và Sammy
31674,😘🥰😍🙈😻😻😻😻😻😻😻😻😻😻
31675,hero team ngau qua
31676,Hero team
31677,Nhìn streamers đơ quá em thích hero team hơn
31678,Top 25
31679,"Ai chọn tóp cô ngân dơ tay, tóp 2 tôi không bao giờ chọn"
31680,Wow
31681,🐇🐰🍁⚘🌷💮🐞🇧🇭🇧🇬🇧🇫🏘⛱🏠🏡🇦🇱🇧🇲💟💌💗💕💔💖❤👪👫💏💑🙇😍😘😗😚😙👒👠👡👜👝👔👒💄👺👿😈👹👺🎅👼👯👲👶💇🙇🙋🙆🙅🙎🙏🙌🙍👫👭💑👪👬🐰🐇🐓🐘🐔💮⚘🌷🌺🍁🍂🍒🍓🍅🍄🍟🌶🍉🍎🍕🍔🌮🌭🍭🍫🍰🎂🍤🍣🍦🍨🍧🏘🏡🏠🌋⛱🎀🚴🚵🏄🏎🚴🚵🏅🏅🏇🎖🎯🏓🎴🎯🃏🕹🎻🔕📣🔇📀💿🔖🏮📮🖍✏🖌📌📍🔨🚫🛇↔↕⤵⤴🔴🔻🔺🔽🔼✔📛📵♨🔞💯❎❌⚀☙⚯⚮⚭♀⚢☙🇧🇲🇦🇱🇧🇩🇧🇯🇧🇭🇧🇬🇧🇫🇦🇴🇼🇸🇼🇫🇻🇳🇹🇹🇹🇷🇹🇴
31682,Anh phong cân hat hai pua
31683,Mong HERO thang
31684,hát hay quá
31685,Thik Hà thảo linh gao bạc cô ngân ghét sammy và thg phong cận vcl
31686,-
31687,Slwo2so2nd8r cie di
31688,Wows92e e8ww
31689,Woqk2😹😻😼😽🙀😿😿😾🙈🙉🙊🙊👶👶🧒🧒👦👦
31690,"S0w,s👱‍♂️☻🕵️‍♀️☻"
31691,Anh rô ngâu pua
31692,"W9iw9wms92e9w,w9w,wouwnwi eiw wiw wus wus722b ưbw w  w w wuwh2ww 2  w w w w wuwb2 w w w w w  w w w w w w  w w w w w  w w w w w  w wbw w w  w w w w  w w w w w  w  w w w  ww  w  e e e e  e e e  sơkos wiwnwo wiwl,alwi2n w,w9h😱😱😱😱😱😱😱😱😱😱😱😱😈😈😈😈😈😈😈😈😈"
31693,fan kanui và simmy
31694,Fan Gow đâu
31695,🥰😍😍🥰😍😍🥰😍🥰🥰😍🥰🥰😍🥰😍😍🥰😍😍🥰😍😍🥰
31696,Hero đẹp  quá
31697,taem co ngan gap hay nhat
31698,Anh phong rap lúc nào cũng có từ đẹp trai
31699,anh rô rap rối não quá
31700,Top 2 rôiiiii
31701,Mấy streamer ff là nhất hero team dell có tuổi ok
31702,Lên top nào mọi người ơi . hero team
31703,Quả beat căng nhỉ
31704,wow! Ai cũng ngầu và rap cũng hay👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
31705,Hay quá đi thôi
31706,"Tuột top rùi:<
Huhu 25 rùi 😭"
31707,Hero team cho 1000000 triệu lai
31708,Hero 😇😇😇😇😇
31709,co ngm
31710,Simmy❤❤❤❤❤❤❤❤❤❤❤❤❤👉👈💞
31711,hay vãi
31712,co as thi hero co ma tat dien
31713,Hay quá đi!!!!!!!!!!!!!!!!!
31714,Qua hay
31715,.
31716,Taem cô ngân😍😍😍👑👑👑
31717,Đoạn của ông siro đỉnh vcl lunnn. Nổi cả da gà
31718,Vẫn là đỉnh của 'CHÓP'!
31719,Sam và phong hác
31720,"Cô Ngân:
Đừng có cà khịa, ông phải dần biết lo đi
Sống trong cuộc đời này phải cần biết cho đi..
Nhưng cho đi khẩu nghiệp thì nghiệp quật nặng đấy
Lúc đấy thì Siro nên đổi thành Sorry!
A! Mèo Simmy! Thấy chị em mà sao không thả tim đi!
Cùng tỉ thí công bằng như là phim đi
Nếu không dám nhận lời thì thôi em im đi! Yaa!
Mèo Simmy:
Để tôi tiếp Cô Ngân, hội chị em xê ra!
Người chơi hệ MP5 đấu với hệ mp3!
Và Những kẻ Anti luôn ở bên chê ta...
Ngày mai phải thốt lên Oh Damn, Ghê Nha!
Bởi vì ta luôn nỗ lực vươn tới đỉnh cao
Kỹ năng trau dồi, tốc độ ngày càng ảo kinh
Khả năng cận chiến thì chẳng ai dám bảo khinh... 
Còn số người mà bảo xinh phải ngang Hà Thảo Linh"
31721,uii
31722,Đoạn của sammy vs phong cơm chó
31723,Em chọn  đội he ro team
31724,Hay quá chị ơi em là fan chị Simyrap 😊😉
31725,gao  bạc  thua simmy với ka
31726,Bác gấu
31727,Lên top nào
31728,Đỉnh vãi
31729,Em thấy chị SIMMY rap hay nhất
31730,nhìn cj sammy ngầu quá 😁😁😁
31731,nhìn vẫn thích cô Ngân hơn ^^
31732,chị Simmy ráp hay quá
31733,team fan simmy
31734,Chi hat lm em ngu
31735,Phan hero
31736,Team gao bao
31737,Team mèo simmy hát vỡ
31738,hay quá
31739,Hẻo cố lên
31740,1:22 ám ảnh vcl
31741,Tuy ko chơi ff nhưng rất thích nghe nhạc của ff
31742,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷
31743,Hokage à solo không lục đạo naruto
31744,"Hay quá đi coi mãi ,coi lại lên top thôi."
31745,Cố lên  hero ráp hai lắm nhé 😎😎😎
31746,Chào mấy trẻ trâu free fire mình vào đây chỉ xem nó ung thư tới mức độ nào thôi :)
31747,Team chọn team hero
31748,Sim rap quá hay và cả cô ngân
31749,Hây vải
31750,Omg có T-Gaming!!!!
31751,Siro
31752,20m đê
31753,20tbdde
31754,Tụt tab quá
31755,Cô ngân giống đọc chuyện zập
31756,"https://youtu.be/EfA2GbgSvVE
Thua cả cái video của 2 năm trước =)) 
Nhìn mấy thằng này trẻ trâu sao á 😂"
31757,Đọc kinh mod on
31758,cười mệt
31759,2 con gái hát clgt =)))
31760,Phải gọi là nó ngang vcđ hơn cua :((
31761,Fai fai
31762,Fan hero mãi mãi
31763,nghe xong trầm cảm
31764,Các bạn nào chọn Mèo Simmy giơ tay
31765,Trời gao bạc nói cô ngân già kìa😝😝
31766,3:27 đỉnh
31767,Lửa chùa hết nhỉ
31768,Sao rap mà cũng có cơm chó vậy mọi người
31769,1:23 ủa đây là đọc mà tao vào nhầm vid à
31770,Hay quá
31771,"Phong cận , Sammy đc ngta ăn cơm ch**** dùm"
31772,hay
31773,anh mr. vịt ơi! em trai em hăm mộ anh lá
31774,Anh kai ơi có trong tik tok có đứa cướp simmi của anh id
31775,Em rap kinh lắm hơn ro nhiều
31776,Em thay chi Ha Thao Linh
31777,https://youtu.be/QBvL3Ffn1u4
31778,Cần máy thở cho t gấp
31779,TÔi THíCH MÈ SiMMi😍❤️
31780,Úi dời ơi hát cái j  thế lm u uế ca nhạc vn quá
31781,Mình chúc Hero Team và Streamers có thêm thật nhiều video mới và hay nữa nhaaaaaaa
31782,"Cô ngân hát như đang chửi simmy vậy í, cô ngân rap cực kì nhẹ ko hay"
31783,fan hero team đâu nào
31784,Chj mèo simmy hát rap hay quá và còn xinh ♥♡ chj mèo simmy quá nè hi hi hi hi hi hi hi hi hi hi hi
31785,fan hero đông nhỉ
31786,1:22 2 nhân vật chính
31787,tao cười ỉa luôn
31788,Chào chị
31789,Cùi
31790,anh siro hat nhanh qua     em  ko  kiep
31791,Hearo team ♥️
31792,Fan hero team nek
31793,3:10 chất quá bác
31794,À mà quên căng xong quay lại luôn nha với chân cơ người là người lấy quay phải dùng nhà của mình không được dùng nhạc của người hát nha Nhớ nha Nhất là team nhất là team hack Hero đó nha hahaha Bye bye cái kia anh chỉ được có chú ý em là bây giờ mà ông xã chứ không biết xóa vậy em Anh chị đừng để ý nha Chúc anh năm mới vui vẻ Chúc chị thành công nha Bye bye nhớ
31795,I love you hero team ❤️
31796,Hero team ngầu quá mất🐥🐺🐬🐿🥕🐑🦈🐻
31797,Team Stremmer Free Frie đâu rồi giơ tay🔥🔥🔥
31798,Tất cả hai tim mỗi người đăng bài hát từ bài ngày của mình trên Tik đó của mình mà Được 1.000 viên em xem đi xem lại cả 100 lời lô nha Nhớ là em nha Em sẽ nghĩ đâu
31799,Em thích tìm Hero lên trường mà trường dễ thương kute phô mai que luôn luôn như cái bồn cầu hihi hihi hihi hihi cho em xem đi xem lại nhiều cực kì luôn đó em là fan của thôi nha Em thích nhất là chị mèo simmy và kairon
31800,Hi hi hay quá mọi người ơi
31801,Siro rap hay quáaaaa
31802,Mèo simmy
31803,siro  vs gạo bạc
31804,Sao tui nhớ là 2tr lượt xem là top 1 mà sao có bạn nói mới top 2 à???
31805,"Các bạn like video này vì ai
Còn mik là vì chị Kamui TV"
31806,Phong.can.phong.can
31807,Chị SAMMY ráp hay quá đi mất
31808,💝💖💗💓💞💕💟❣❤🧡💛💚💙💜🤎🖤🤍
31809,fan hero :)
31810,em bên hero team
31811,mèo đỉnh
31812,Hay quá
31813,Ai fan simmy dơ tay
31814,Cô Ngân  là một người Đáng yêu  hơn Sammy
31815,"Nghe 1 lần cũng được 
Nghe lần 2 mở to 
Nghe lần 3 mở cho cả nhà nghe
Nghe lần 4 cả xóm nghe"
31816,"Fan hero team
Mình thấy cô ngân rap chậm như tập vậy mà nhiều bạn thik.Thấy simmy rap hay mà
I love you Mèo Simmy"
31817,Ơ game rác lên top thịnh hành
31818,Phần hero đâu rồi😘😘
31819,anh no ob ngầu quá
31820,Cả hai team rap hay quá nhờ
31821,❤ha qua
31822,Fan Rikaki đâu rồi nhỉ
31823,Ráp cứ chỉ chỉ chỏ chỏ
31824,Hay quá!!!!!!!
31825,Hay quá luôn  lên tốp thôi
31826,Căng đấy
31827,Djkkd
31828,Ịdkdkdk
31829,Nghe dống chó hóc xương quá
31830,👍👍👍👍👍👍👍👍👍👍👍
31831,Siro rap đỉnh quá
31832,"Mình là fan của phong cận,mr vịt,simmy"
31833,2:09 thích nhất ông toàn tây
31834,hero đi thi rap việt đi ạ
31835,Sao trong bài nào chị simmy cũng cười vậy🤭
31836,Quá đỉnh
31837,Chị kamui         ngẫu  v   quá
31838,Game rác
31839,Streamer ff rap cực hay
31840,Usually
31841,Anh không hát hay quá đi phải cho anh năm chục ngàn
31842,Nghe đi nghe lại vẫn hay!
31843,Hay qué 😍😍😍👏👏👏
31844,Fan Hero Team đâu hết rồi
31845,"Bật 1,75 nghe ảo lắn"
31846,Nghe moi sam với kamui hay
31847,Mik thích sammy và hà thảo linh
31848,em buồn quá chị sim nhân vật chính cứu em.
31849,"Simmy bị bệnh khỏi chưa em là fan cứng của chị nè,  chị simmy cute quá 
Bớt cute lại dùm em được không con sammy đào là trà xanh tao tên
KimKiều Nguyễn Thị Kim Kiều 👩‍🦰💋🥰"
31850,2:55
31851,Cô ngân
31852,Ko ngờ video có cơm choá 😭
31853,Đỉnh ghê
31854,Hay quá
31855,Sao nóóó hay quá
31856,Tụt thành 24 rùi
31857,Phong lại thả cơm tró ;-;
31858,hay thật ❤❤👩‍💻👩‍💻👩‍💻🤫🤫
31859,sao rikaki lại là hokage được
31860,Tu nhung anh siro chui em em thay cay 😈
31861,Hayy qúa
31862,Phong cận có bẩn đâu mà phủi
31863,CÔ NGÂN rap dở quá
31864,Hero tema
31865,Fan liên quân :)))
31866,Em là căng nhất
31867,Hay quá đi chị ơi
31868,Quá hay  tui nghe hơn 50 lần
31869,Cô Thảo đừng có đụng vào sammy và simmy không kairon và phong đánh chết.  ❤ ^ - ^
31870,Nghe hai chị rap mà muốn bịp hai lỗ tai lại luôn
31871,ngau qua
31872,Cô ngân hát tệ quá . Em bên phe hero team ạ😊😊😊
31873,Đây là đỉnh của đỉnh hero team
31874,Đỉnh của chóp
31875,Tao la hô sat thu
31876,Tham gia vào một ế ẩm vì sao không đến với chúng tôi chết lặng không một 😎😎😎😎😎😎😎
31877,)#293993
31878,"Mọi người chọn phe nào , chứ tui chọn hero team nha ❤️"
31879,Chị sammySinhđep
31880,Từ top16 xuống top24😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑
31881,nhà sản xuất garena có biết những game rác rưỡi là gì không  chính là free fire đấy đồ trẻ trâu
31882,HERO TEAM HÁT HAY HƠN
31883,Phan  hai  chị  em  sim  sam  đào
31884,ĐỘi của chị đẹp quá
31885,team chơi ff
31886,Hero tame
31887,T vô dislike cho 2 nữ rap bơ simmi vs cô ngân r t thăng đây :))
31888,Rap hay quá
31889,1:21 is the best
31890,Mèo simmy  rap hay
31891,Em chọn đội của hero team
31892,18cong
31893,Bạo rap hay quá
31894,Em thấy hero team ráp hay hơn
31895,Vô Ngân xinh ghê
31896,"Thảo Linh giọng đc nhất 
:) cảm thấy cái ngược sim và sản to vãy lìn"
31897,Hay quá
31898,Ko biết các a chị hero có yêu quý anh chị free fire ko ạ
31899,hero team rap hay hơn
31900,fan anh noob điểm danh >33
31901,Chị Ngân múp quá!
31902,9292(₫)₫
31903,Nkeoeod
31904,Hero taem cho 100000000 điếm
31905,Like
31906,Nghe lọt tai gao bạc thôi
31907,Hay qua điiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
31908,Em chon hero
31909,Em chon hero
31910,Em chon hero
31911,"Ai dẫn cô Ngân và Gao Bạc , tìm điểm danh nào"
31912,Hay quá đi 😆😆😆😆😆
31913,Đù nhìn căng thẳng nhỉ (⊙_◎)
31914,2:32 idol
31915,tụt xuống rồi
31916,Em mê taem hero này qué 😍😍
31917,MV hay nhưng rap tệ :>
31918,Chấttttttttttttttttttttttttttttttttttttt chất và chất cool ngầu lun
31919,Bà Hà Thảo Linh xink vaidaiii
31920,Dua nao chu team hero thi la cho
31921,Ngầu quá!!!!!
31922,Ung thư
31923,Lên tóp nhó
31924,Hay qua😊😊😊
31925,Anh phong rap hay quá
31926,Nhóm bác gấu hay hơn
31927,HERO Ráp hay thật👍👍👍👍👍
31928,Em thích chị simmy
31929,Hay quá mọi người ơi. Hero team
31930,anh mr vịt và chị sammy và anh siro rap hay quá
31931,Gao bạc vs phong ráp chứ solo thì MN bt ai thắng r đó 😁
31932,TỤT XUỐNG TOP 23 RỒI 🥺
31933,"Nhìn Cô Ngân xấu ghê 
Em chỉ nói sự thật thôi"
31934,Gạo bạc vs cô ngân là nhất
31935,:) chất lắm ạ
31936,hayhay
31937,Chị mèo simmy xinh quá❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💕❤❤💕💕💕💕❤❤❤❤❤❤❤❤❤❤💕💕
31938,top1 diiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
31939,Ỏ Hà Thảo Linh đáng yêu z <33
31940,doi simmy nha
31941,sammy oi ai teem hero thi gio tay
31942,Chị simmy cute quá hân yêu chị simmy
31943,hay quá
31944,._.
31945,Mik fan cô ngân và gao bạc
31946,Hay quá
31947,Hay
31948,Em fan cã hero luôn nè 🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😇😘🥰😍
31949,Hero taem boyaaaaaa
31950,Hay quá
31951,top 23 thinh hanh roiiii!!!
31952,Gao Bạc ko thấy ngầu j cả
31953,Ok
31954,Đùa viết thế cho vui ♡♡♡♡♡♡♡ thích clip này
31955,"👌 hay, nhưng mình thích he ro team hơn!😉"
31956,trẳng ai hát fake cả
31957,ủa làm gì mà sắp đánh nhau rồi mà chị sim và kam mui cười vậy trời
31958,sim thì xinh còn mặt   tim giữ quá
31959,🤔🤔🤔🤔😶😶😶😴😴😴😴🤩🥰🥰❤❤❤❤❤❤❤❤❤❤❤❤💓💓💓💓💓💕💕💕💕💞💞💞💞💕💕💕💕💞💞💞💞💕🖤🖤🖤💝❣💔💔😵😵🥰🥰🥰🤑
31960,Hero team
31961,Tui da gap hero team khi hero di suoi tien luon o nha
31962,Chị Sammy ơi em là người hâm mộ của chị cho số điện thoại của chị được không ạ
31963,Anh Sang đâu ạ?
31964,Em thấy cô ngân hơi púa  đáng
31965,hay quá
31966,mà cong nhận simmy hat trầm hay thật
31967,"hay quá,mỗi tội là sammy vuốt tóc lên nhiều quá thì lại ko hay ,chỉ vuốt lại một lần thôi"
31968,1:23 cho ai cần
31969,Trời ơi cô ngân điệu gê
31970,em ghét cái ông bác gấu
31971,Giở thế
31972,SAM MY CA MAY NGAU NHAT
31973,Phiphai i đờ gót
31974,Em thích chị Sammy và chị Linh
31975,"Nghe cũng được
Nhưng phát huy độ rap nhanh hơn tí nữa là ok"
31976,Cơm chó 🍚🐶
31977,..........
31978,"Quái vật Rap việt, kẻ hủy diệt punchline, chiến thần chơi chữ, Lyrical god, chúa tể gieo vần, tù trưởng fastflow, đại đội trưởng trung đoàn battle, no1 vipro thí sinh top1 king of rap, thần thoại concept, huyền thoại freestyle, đức chúa rapper, King rap lỏd, lãnh chúa của các thế hệ F1,2,3, người viết lên bí quyết các trận beef, trùm đảo chữ, cụ tổ lái từ , thủy tổ delivery, tướng quân chơi Trap, thầy dạy oldschool, ông tổ autotune, Trùm vocal,thiên tài no beat, Vị thần content, người đột biến Hệ rap, quái thú đồng âm, chiến thần đa nghĩa, dị nhân hán việt, Thần đồng ngôn ngữ, kẻ nắm giữ fact rap việt."
31979,😎😍😇😘😈
31980,Gao bạc rap k hay nhất thik nhất simmy
31981,Ráp à
31982,Hay quá
31983,Hero rap hay nhất😻😻😻😻😻😻
31984,Chi sam la ngau nhat hero la ngau nhat
31985,Hero hay hon
31986,Sim co rap hay quá
31987,hero team là số 1
31988,tôi
31989,Sau khi mình nghe xong một tràng từ đầu đến cuối và cuối cùng mình rút ra kết luận không hiểu đang battle về cái gì
31990,22 trên tab thịnh hành rồi
31991,hay quá đi nhất là simmy và cô ngân
31992,Nghe rap xong tao quên luôn nhạc rap...chắc tao.bỏ ko nghe rap nữa tao sợ bị bệnh não..🤣🤣
31993,"13 triệu lượt xem
202N like rồi 🥰🥰🥰🥰🥰😉😉😉"
31994,Vãi hay ghê
31995,Em rât thich nhac cua gao bac
31996,Mãi mãi là fan hero cố lên hero team của em ơi
31997,Cô ngân rap cứ  như đọc
31998,Hero team là nhất
31999,Hay
32000,nức nách
32001,Chúng mày gang thế
32002,nuch nach
32003,Ăn sáng
32004,Em yêu hero team
32005,"Hero team và streamer đâu cũng tập hay hết
ID2884679878"
32006,Hero team !!!!
32007,Mình thích hero team
32008,Simmy và cô ngân rap dở chết mọe ý
32009,Timmy vừa xấu vừa rap ko hay
32010,Chị simmy rap dễ thương quá và cặp đôi phong và sam quá ngầu luôn 😁👈
32011,Đang ăn cơm suýt nữa thì phụt cơm ra ngoài
32012,"em thích chị mèo SIMMY, CÔ NGÂN, CHỊ HÀ THẢO LINH"
32013,hay quá anh ơi
32014,Anh Vịt và Bác Gấu già quá
32015,hay   quá   đi
32016,Simmy và Sammy cố lên!
32017,Cô Ngân là cái j mà so sánh với simmy của tao
32018,Tao đang nghe cái quần đùi gì zậy
32019,Ngoài cô ngân ra thì đứa nào giám gắt gao 😂😂😂😂😂😎😎😎😎👏👏👏👏
