,processed_text
15644,lyrics viết bằng chat gpt à . Người bình thường ai viết như này
15646,Lạy hồn :face_with_tears_of_joy: :face_with_tears_of_joy:
15647,hát như cái l
15648,Bài này kinh dị còn hơn bài của ông KSI nữa sợ nhé mẹ nghe mà ải chỉa luôn
15649,"Đỗ Phú Quí không chỉ nấu nhạc , anh ấy ăn cả nó trước khi bắt đầu một round pickleball before GTA6 ra mắt :alien:"
15650,Bạn tôi bị khiếm thính nhưng sau khi nghe bài hát này bạn tôi đã nói : ” mày bật cái gì vậy ? ”
15651,Đem jack j97 lên bàn cân so sánh thì có lẽ đây là bài nhạc mạnh ( meme ) nhất lịch sử
15652,Bài hát như đấm vào đít : )
15653,Nghiện vãi cả lúa mà phải bật tab ẩn danh để nghe vì không biết giải thích với gia đình ntn ! Thà xem s3x bị bắt còn dễ giải thích hơn .
15654,nửa triệu người có gu âm nhạc kỳ lạ đến khó tả
15655,"Vô đây thấy ai cũng chê , còn mình cũng chê :grinning_face_with_sweat:"
15656,"Vâng , Bài hát hất hay . Hay đến mức mà thằng bạn đã mất 7 tháng trước của tôi đã đập mộ của nó để tắt bài hát này khi tôi vừa bật lên Xin cảm ơn"
15657,Bài hát này không được làm ra mà nó đã trốn ra
15658,bài hát thảm hoạ
15659,bài này đặt báo thức là không dám ngủ thêm tí nào : ( (
15660,Mở bài này chỉ muốn nhìn đỗ phú quý chứ không muốn nghe nhạc
15661,"cảm ơn quí đã làm một bài hát khiến mẹ mình chửi thẳng mặt mình khiến mình rất tiếc khi phải tắt nó . khi nghe bài hát này cả nhà mình tự hào về mình , anh em nể nang , hàng xóm khen ngợi . CẢM ƠN QUÍ"
15662,nghe bài này xong muốn điếc lỗ tai
15664,Nghe như rỉ tinh vào lỗ tai
15665,KSI - kẻ làm nhạc lỏ cak nhất lịch sử với Đỗ Phú Quí - kẻ làm nhạc lỏ cak nhất hiện tại
15666,"Anh ấy không có lí do gì để up bài nhạc cháy đến như vậy , cho nên anh ấy đã không làm thế :speaking_head: :fire: :fire: Tôi sẽ đặt bài hát này làm nhạc chuông báo thức mỗi sớm mai để có động lực dậy trước và tắt nó đi :speaking_head: Tôi đã phải tắt adblock để có thể tận hưởng quảng cáo :speaking_head: :fire: Bài hát này nghe thật cháy khi tắt tiếng :fire: :speaking_head: Tôi sẽ cho người bật bài hát này ở đám tang của mình để mọi người đến tham dự phải ghen tị khi tôi mới là người nằm trong quan tài :speaking_head:"
15668,anh qí
15669,Nghe nhạc mà muốn có bầu luôn ( nhạc như đầu buoi )
15670,"Chả hiểu vì sao mọi người chê bài này nhiều vậy , tắt tiếng đi nghe cũng ok lắm mà"
15671,Nghe nhiều cũng thấy cuốn cuốn ae :crying_face:
15672,Cảm ơn bạn tôi đã sống lại để tắt bài nhạc này :red_heart:
15673,biết thế coi phim sét :disappointed_face:
15674,Khó hiểu
15675,Theo tôi thấy bài Pickelball của anh Quý và Skibidi dom dom yes yes cũng 1 chín 1 tái . Đúng là vươn tầm quốc tế : )
15676,Thấy mọi người toxic chứ nghe nhiều cũng cũng lắm nhé :face_with_tears_of_joy: :face_with_tears_of_joy:
15677,From cook to cooked :loudly_crying_face:
15678,"Bạn gái mình hỏi bài này có hay không , mình bảo có xong bị em chia tay : ("
15679,Nhạc hay đến nỗi cái Chem chép của em nó đứng dậy tắt nhạc lun anh ơi :sparkles: :sparkles:
15680,tôi đọc comment còn hay hơn cái bài này nx á trời
15681,Nghe xong bài này chim chó mèo chuột lợn khỉ gần nhà chết sạch
15682,"Mé cái này hiệu nghiệm thật , từ nhỏ đến giờ tôi táo bón mà nghe cái này 1 cái ải chỉa ngập bồn cầu rồi . Recommend cho ae bị táo bón nhé"
15683,"Bằng tất cả sự tôn trọng đến anh , tôi mong anh sẽ thả lỏng cơ nhá vì phát ngôn của anh đang gây ô nhiễm âm thanh và chất lượng không khí của người nghe , xin trân thành cảm ơn"
15684,Qủa là một tác phẩm tuyệt vời ! Bạn em vốn bị nhiễm vi khuẩn ăn não sau khi nghe bài này mấy con vi khuẩn đã chết đói hết . Thật sự cảm ơn anh .
15685,sãy gè
15686,Nghe nhiều cũng thấy cuốn cuốn :smiling_face_with_hearts:
15687,"Hay ấy chứ , từ khi ra bài này mà nhiều người biết Đỗ Phú Quí ."
15688,Coi mấy cảnh focus mà khúm núm
15689,KSI phải gọi bằng mồm .
15690,"hay quá anh ơi , tài năng của anh nên giấu mẹ nó đi ạ :face_with_tears_of_joy:"
15691,Đối thủ xứng tầm của Thick Of It đây rồi
15692,Bài nhạc này hay đến nỗi tôi bật trong đám mà và người nằm trong quan tài phải dậy và tắt nó đi . Bài nhạc quá hay :speaking_head: :fire:
15693,Đây là bài hát hay nhất em từng nghe trên đời
15694,Bài này hay mà :face_with_hand_over_mouth:
15696,Cảm ơn đã anh đã mang lại tiếng cười .
15697,tôi nghĩ tôi nên nhạc sex sẽ tuyệt hơn
15698,Tôi đang bị 1 tên cướp đuổi theo tôi và sau đó tôi bật bài hát này nên tên cướp đã vô cùng hối hận . Cảm ơn bài hát
15699,pickleball với thick of it
15700,"sau khi nghe bài này , tôi chợt nhận ra rằng những trận đòn roi của mẹ cũng chẳng phải thứ kinh dị nhất"
15701,Nghe thủng lỗ tai luôn ạ :smiling_face_with_hearts:
15702,"Ae cứ bảo nhạt , tôi đang ung thư đại tràng mà nghe xong tôi ỉa luôn cả cục ung thư thành ra khỏi bệnh luôn"
15703,bạn tôi đg bị điếc bổng nghe bài này xong bạn tôi bỗng nghe lại được và tắt nhạc cảm ơn chủ tus :red_heart:
15704,"Từ người Việt gốc cây trên tiktok vô :smiling_face_with_smiling_eyes: wow như lời bình anh thật tài năng , nó spam"
15707,lôn như nghè
15708,"Khi nghe bài hát này thì tôi đã có nhiều tay hơn : 2 tay bịt mặt , 2 tay bịt tai , 2 tay bịt miệng để bớt khẩu nghiệp , 1 tay bấm tắt bài hát"
15709,cũm hay
15710,mv hay đó chớ . 11đ zô đọc cmt xả sì chéc j97 phải gọi bằng điện thoại .
15711,ai chê nhạc này mà không rủ tôi
15712,nghe như cốn lài vậy anh ạ :red_heart:
15713,Nghe hoài giờ thấy cũng hay : ^
15714,Ê nghe cũng được mà : ) ) tại lời nó hơi phèn một tẹo : ) )
15715,"nghe cháy vậy , cháy mới thấy ho :middle_finger:"
15716,tuyệt quá :loudly_crying_face: :loudly_crying_face:
15717,Bài hát này thật kì diệu . Thằng bạn nằm viện của tôi đã bất tỉnh và gần như đã đến ngưỡng sinh tử nhưng khi tôi bật bài hát này lên nó bất ngờ tỉnh dậy chỉ để tắt bài hát ! ?
15718,tốn 3ph14s cuộc đời
15720,công nhận nó đúng như thảm họa tự nhiên nghe xong mà bạn tôi đâng nằm trên giường vì bị trật mắt cá chân cũng phải dậy tắt nó :grinning_face_with_sweat:
15721,nhạc cháy quá ạ ! Cháy mới thấy ho
15722,hương tịt đã thêm bản nhạc và playlist
15723,hóa ra tài năng của các anh trai say hi thật ghê gớm . mong chờ anh xuất hiện ở rap việt để cứu lấy rap game : ) )
15724,Tài năng của anh rất hay đố với những chú chó
15725,Ra bản karaoke đi anh plz
15726,Ah bài này đã hơn thick of it rồi :skull: :loudly_crying_face: :loudly_crying_face: :folded_hands: :folded_hands:
15727,"dạ ý là lúc kia em có nghe lúc anh phát hành được 4h trc rồi , nhma em xem có giai điệu đầu là thoát rồi , sau khi xem mấy comment trên mạng rồi vô xem lại thấy nó khá là . , thoi thì anh đừng qtam về lời nói âm nhạc ha , đẹp zai được rồi = ) )"
15728,"một bài hát mất não , hoàn hảo cho một bộ môn mất não"
15729,Tởm lợm
15730,đã tìm được đối thủ xứng tầm với phí phương anh :star-struck:
15731,Tự nhiên thấy nhạc Dách cũng hay :disappointed_face:
15732,SUPER GAY
15733,Bẩn lỗ tai
15734,"Anh Quí ơi đi tập thể dục với em , Anh Quí :"
15735,Nghe hay mà : ) Dù anti pickle ball nhưng phải công nhận bắt tai
15736,người chê thick of it không bt gì về bài này :speaking_head: :fire:
15737,Moẹ nhạc quấy rối tình dục à đụ má :crying_face:
15738,"Một người bị điếc cho hay : "" Đây là một bài hát hay """
15739,"Xem MV này xong tôi đã mất đi thị lực , nghe xong bài hát này tôi đã mất đi thính giác"
15740,Chắc tôi đang là con người nghe bài này thành thực vật luôn quá
15741,sau khi nghe bài này . người em nghiện đt của tôi đã chính thức không bao giờ đụng vào đồ công nghệ một lần nào nữa
15742,KSI phải gọi bằng bố
15743,vào nghe nhạc :cross_mark: đọc bình luận :check_mark_button:
15744,Ê hay mà bay :face_with_tears_of_joy:
15745,Tò mò qua nghe thử hơn 3p thôi mà tôi đã khủng hoảng tinh thần rồi
15746,dạo gần đây mấy thk beta nổi qyuas
15747,Tôi sẽ đặt bài này làm chuông báo thức để tôi có thể dậy trước khi bài hát được bật lên
15748,"đây thực sự là kiệt tác nếu thay đổi lyrics , beat , bối cảnh , ca sĩ"
15749,vãi cả lúa
15750,KSI đã nghe và khóc vì bài hát mình hay hơn tỉ lần
15751,"Đọc cmt thấy chê nhiều qs , riêng tôi thấy bài này nghe cũng ổn , không đến nỗi = )"
15752,Mình thấy cũng được mà sao mọi người cứ chê thế mặc dù giọng nhỏ nhưng mình thấy cũng hay với Đỗ Phú Quý cũng đâu có gì đâu mà mọi người cứ làm ầm lên thế rồi có được cái gì không tuy mình không phải là fan của Đỗ Phú Quý mà mình lên mình bênh vực như thế thật sự là Đỗ Phú Quý hát cũng hay mà hát nhỏ quá thôi chứ mình thấy hát cũng hay mà
15754,gay to
15755,Wtf muzic sex gay
15757,Trông như gay
15758,Nếu bài này được ra thời trung cổ chắc chắn nó sẽ được coi là hình thức tra tấn dã man nhất lịch sử
15759,Ns thật thấy bài này cứ kiểu gì ý > . <
15760,nín lun đi đừng hát nữa
15761,"Anh nay dep trai vãi cả lúa , em gap anh chac xuat tinh mat"
15762,"Quay lại xin lỗi anh quí vì đã chê bài này của ảnh , tôi đã nghiện bài này của ảnh"
15763,"một người dám sáng tác , một người dám hát"
15764,nhac nhu dai
15765,Cảm ơn anh tôi từ một người liệt giường hơn 1 năm đã đứng được dậy để tắt bài hát anh sáng tác
15767,tôi thật ngu khi nghe thử bài hát này . nó làm tôi phải đi ị ngay
15768,Hát tiếng việt mà chả nghe được cái gì :crying_face:
15769,Ủa thấy cũng hay mà
15770,"Tôi thấy bạn có tài năng tiềm ẩn , dấu mọe nó đi còn cho người khác bt làm gì"
15771,top thứ hay nhất : bài nhạc pickleball / sai bình luận của bài nhạc / đúng
15772,ủa nghe cũng hay mà :smiling_face:
15773,Toi đã cho người bạn của tôi nghe khi đi xe và chúng tôi đang nằm viện :face_blowing_a_kiss: 《 Nhựng cách tra tấn hiệu quả :smiling_face_with_halo: 》
15774,nhàm nhí thật sự : )
15775,Bài này còn tệ hơn Thick of it
15776,Nếu bài hát này được phát hành vào thời trung cổ thì nó đã được thêm vào danh sách những hình thức tra tấn man rợ nhất
15777,Nên xoá khỏi server Trái Đất
15778,rắc như cạp
15779,"Đây là ca sĩ có học thức kém nhất mà tôi từng biết , ra 1 sản phẩm coi thường khán giả luôn . Không hiểu nghĩ gì nữa ? Chìm lâu quá rồi , giờ muốn nổi bằng 1 sản phẩm thảm hoạ này à ?"
15780,Cảm ơn anh vì khi tôi nằm trong quan tài sau khi nghe bài này tôi bỗng sống thêm vài phút để tắt
15781,Hay mà taa nghe cuốn cuốn :face_blowing_a_kiss:
15782,Nghe dễ ĩa thật nhưng hơi nhức đầu
15783,:thumbs_down: :thumbs_down: :face_with_raised_eyebrow: :face_with_raised_eyebrow:
15785,Cmt còn hay hơn nhạ .
15786,. D Tôi xin lỗi vì từng chê Thick of It
15787,Hối hận khi nghe bài này
15788,Thì ra có thứ tởm hơn j97
15789,tôi bật bài này trong lúc đi xe không ngờ thằng bạn từ dưới đáy xã hội hiện hồn về kêu tôi tắt bài này
15790,Người thực vật nghe bài này phải thức dậy để tắt nó đi
15791,nghe nhiều cũng cuốn cuốn
15792,làm cái gì khó coi vậy ^ ^
15794,"Ê , nghe nhiều cũng thấy hay haha ."
15795,Thk bạn bác sĩ chữa tai của tôi đã mua được 3 căn nhà sau khi bài hát này được phát hành
15796,"nghe xog bài này mình hết mất ngủ rồi , cảm ơn tác giả nhé"
15797,"Xem xong mv anh quí , pickleball của em cứng quá anh ơi :hot_face: :hot_face:"
15798,"Bài hát này thật ma tính :face_with_tears_of_joy: , trong đầu tôi bây giờ cứ chạy đi chạy lại mấy chữ "" pig anh porn """
15799,Bài này nước thật sự :sweat_droplets:
15800,ANH CÓ RẤT NHIỀU TÀI NĂNG HÃY DẤU CMN ĐI AH
15801,mong hãy lắng nghe bình luận tiêu cực và không ngừng bỏ cuộc :fire:
15802,"Tôi cảm thấy ám ảnh khi nghe lần đầu nhưng sau nghe vài lần thì tôi bị nghiện , bài này rất tốt cho hệ tiêu hóa của tôi"
15803,Nhạc như cốn lài :face_with_tears_of_joy:
15804,Nếu như gọi bài này là ff thì nên xoá mịa game đi
15805,Một người Việt nào đấy đã bật bài hát và đã trực tiếp xảy ra vụ động đất ở Nhật Bản vào năm 2010
15806,tôi đéo hiểu sao có mấy con điên nó cuồng bài này thế nhỉ :penguin:
15807,ban toi da bi liet 2 nam nghe duoc bai nay xong thi no dung day va dap cai dien thoai cua toi
15808,anh hẹn em pickleball
15809,anh hẹn em pika ball
15810,Từ TikTok qua :smiling_face_with_hearts:
15812,Hơn cả bài Thick Of It của KSI :skull: :skull:
15813,* Worse * KSI in VietNam
15814,"Cảm ơn bạn , bệnh đột quỵ của tôi đột nhiên tái phát nhưng sau khi nghe bài hát cơ thể của tôi lập tức đứng dậy và tắt nó đi :red_heart: :red_heart:"
15815,brainrot vãi cả lúa
15816,Bài này xứng đáng nhận giải nobel hoà bình và nobel về y học vì nó đã giúp người bị bại liệt có thể đi lại bth để tắt nhạc và có thể giúp chữa trị bệnh điếc
15817,Cú đập banh “ từ thấp đến trên cao ” của anh không chỉ đập vào sân mà còn đập vỡ luôn logic và khả năng cảm nhận nghệ thuật của em :loudly_crying_face: :folded_hands: :light_skin_tone:
15818,Nó hát cái quần què gì vậy ? :face_with_tears_of_joy:
15819,Cuoiikhung = )
15820,Nghe xog chạy đi ỉa vội
15821,"* _Lệnh từ ngài MrDenny tối cao vĩ đại , yêu cầu gỡ video ngay lập tức hoặc kênh của ngươi sẽ không thể sống yên ổn trong các ngày tới ! _ *"
15822,"Bài này vượt top bài hát tệ nhất thế giới , vượt mặt cả thick of it của ksi :crying_face:"
15823,hết trò hả = ) )
15824,nhạc khúm núm vãi cả lúa
15825,"phú quí :check_mark_button: , phú quý :cross_mark:"
15826,không ngờ gặp phải thằng liều
15827,the gioi ~
15828,Thà ăn cứt còn hơn :smiling_face_with_halo:
15829,mv này như bị bệnh
15830,anh trai say gei
15831,Mình xuất rồi
15832,Nếu Anh Tham Gia Vào USA thì USA sẽ là đất nước có nền âm nhạc tồi tệ nhất thế giới
15833,Thì ra bị bắn vẫn còn nhân đạo hơn thứ này cam on anh Do Phu Qui rat nhieu anh
15834,đây là lần đầu tiên tôi ghen tị những người bị điếc
15835,Hay quá em thua người rùii :crying_face:
15836,Nhìn mặt đần vậy nên chắc sáng tác bài thiểu năng
15838,"Ê ý là cũng là fan của anh trai say hi á mà em nói này đừng có buồn nhé anh , em bt anh có tham gia anh trai say hi nhưng bài này của anh nó hơi dở và không hay lắm nghe cũng có một chút hay hoi còn lại là không được hoàn chỉnh lắm mong anh có thể sửa lại bài hát này"
15839,lỗ tai tôi bị xúc phạm tôi cần luật sư !
15840,Bài này hay nhất là khi tắt tiếng
15841,Ủa bài đó hay mà ? Mấy bạn không biết thưởng thức chút nào hết ! ( Một người bị điếc chia sẻ )
15842,Đối thủ của thick of it :moai:
15843,nhạc sexgay
15844,Anh ấy có tài năng hơn cả KSI
15845,tôi đã tạch chuỗi người vì tôi thấy nhạc pỏn còn hay hơn
15846,Tuy bài này không hay nhưng khi bọn tôi được cmt thì bọn tôi đã hoá thú
15847,Thảm họa âm nhạc : < <
15848,Anh hẹn em pickerball Em vợt anh bay mất 2 hòn :new_moon_face: Tướng anh giờ phải đi lon ton Mặt anh thì trông hơi gợi đòn :full_moon_face:
15849,3 : 15 hay nhất bài
15850,tôi cần lời cái bài này ; - ;
15851,tôi biết sao Quí bị loại sớm ở ATSH rồi đó
15852,"bài hát này rất tuyệt vời , anh tôi ở bến tre vẫn còn nghe thấy và tốc biến lên miền bắc trong không . 001 giây và tắt nhạc : )"
15853,tôi đã hiểu tại sao chúng ta không được mở chiếc hộp của pandora
15854,Chẳng ra cái gì
15856,Nhạc nghe buồn ói quá
15857,Nhạc gợi dục à :face_with_tears_of_joy:
15858,em thà nghe ngày trong xanh của quang hùng matserd còn hơn nghe nhạc của anh :sad_but_relieved_face: :sad_but_relieved_face:
15859,Sao nhìn ông như gay vay
15860,Cảm ơn anh rất nhiều vì đã sáng tác ra bài hát này ! Nhờ bài hát này mà em ỉa mượt hơn :red_heart:
15861,Có chàng trai PICKLEBALL Lời yêu thương PICKLEBALL Mối tình như PICKLEBALL Nhiều năm trôi PICKLEBALL Giống như bức tranh vẽ bằng dịu êm PICKLEBALL Có khi trong tiềm thức PICKLEBALL Câu chuyện đã PICKLEBALL Niềm riêng không PICKLEBALL Hai người sống PICKLEBALL Từ lâu không PICKLEBALL Chỉ thương có người vẫn hoài gìn giữ PICKLEBALL Mỗi khi nhớ đôi mắt biếc như thời chưa PICKLEBALL Ngày cô ấy đi theo PICKLEBALL Chàng trai bơ vơ từ xa trong tim hụt hẫng như PICKLEBALL Không ai hiểu thấu vì Tình yêu những đứa PICKLEBALL Vu vơ nhanh qua đâu nghĩ gieo tương tư đến PICKLEBALL Đời muôn ngả mang số PICKLEBALL Rồi khi tình cờ gặp lại hai thân phận khác dẫu tên PICKLEBALL Có một PICKLEBALL Thì ra xa nhau PICKLEBALL Tay không chung đôi chỉ giấc mơ vẫn còn bồi PICKLEBALL
15862,Từ đó tôi sợ pickleballs :crying_face:
15863,Cám ơn bài hát của anh đã trị cho em hết táo bón mấy ngày qua . Khâm phục anh quá
15864,Thằng bạn tôi bị liệt khi nghe tôi bật bài này nó đã tỉnh dậy như bt và đập đt . Cám ơn tác giả và ca sĩ rất nhiều
15865,cái lzz gì vậy ?
15866,"thật sự vô cùng hay , nhưng tôi bị điếc , ôi thật tiếc"
15867,"Cảm ơn anh Quí , bạn em mắc bệnh trầm cảm 10 năm nay do bị chấn thương tâm lý thuở ấu thơ , bạn ấy không cười cũng kiệm lời , ít tiếp xúc và va chạm xã hội . Nhưng khi hôm nay qua nhà em chơi và vô tình mở nhạc của anh cho bạn em nghe , bạn ấy từ một con người trầm tính ít nói đã trở thành một người hay cười sảng . Cảm ơn anh Quí , cảm ơn bài hát đã mang lại ánh sáng hi vọng và ươm mầm hạt giống lạc quan trong tầm hồn cho bạn em !"
15868,"Nghe vui mà mọi người , rất hài"
15869,"tôi đang nghe cái củ L gì thế này , mắc ỉa vãi cả lúa :fearful_face:"
15870,Thua say gex :red_heart:
15871,tôi nghĩ bài này còn cringe hơn cả Thick Of It của KSI nữa .
15872,bài này mà được ra đời vào thời xưa thì có lẽ đây là hình phạt mà bất cứ tù nhân nào cũng không muốn nhận
15873,anh trai say gexx
15874,bài hát này là hình thức tra tấn kinh khủng và dã man nhất thế kỉ XXl
15875,nhạc như cặk
15876,mẹ khúm núm vãi cả lúa
15877,"Dù gay cũng không ý gì , mà ông này nhin nó ái ái sao á , style kiểu này hèn gì không nổi được"
15878,hẹn em pickkeball = ) )
15879,Rác rưởi âm nhạc
15880,khi bạn nhận ra Producer của bài này là một con ma cà rồng biết dừng thời gian :skull:
15881,Tôi nghĩ hàn quốc sẽ trả thù triều tiên bằng cách sẽ mở nhạc này mỗi ngày
15882,"Vào đây xem nhạc là phụ , đọc cmt là chính"
15883,Giá trị nghệ thuật bằng không
15884,Anh trai say gex = (
15885,Cái này có thể cho vậy danh sách những bài hát tra tấn người nghe
15886,Nhạc nhôn lừ
15887,tôi đã phải tắt tính năng chặn quảng cáo của Cốc Cốc khi xem video này để tôi có thể thưởng thức quảng cáo .
15888,"cá nhân mình thấy bài hát này rất là hay , nhưng mình nghĩ chỉ cần bỏ đi giai điệu , lyrics , nhạc nền , beat , ca sĩ , nội dung video là MV này sẽ hay hơn lắm á : 33"
15889,Hy quá em yêu anh :red_heart:
15890,anh hẹn em pickleball :smiling_face_with_hearts:
15891,xóa mv đi
15892,"Một đối thủ xứng tầm của Thick of it với danh hiệu bài hát "" như l * người nhất 2024 """
15893,"vậy là đã quá hay rồi ạ , mê nhaa , mong anh ra nhiều bài khác hơn nữa ạaa , yêu Phú Quí nhiềuu :sparkling_heart: :sparkling_heart:"
15894,Mỗi lần đi ỉa là tôi đều bật
15895,Sao nghe lãng xẹt dữ vậy :clown_face: :clown_face:
15896,bài gì mà sao nó tra tấn tinh thần tra tấn thị giác với thính giác tôi quá vậy :shaking_face: ta vờn nhau píc cồ bôn : )
15897,"me oi con co the nghe thick of it được không ? me : nma chung ta cs thick of it không nhé rồi ma , thick of it không nhé :"
15898,Bài hát biết hiepdam lỗ tai người nghe
15899,"thấy anh Quý hợp giọng với bài này cực , melody cuốn chỉ có điều là nội dung không ổn lắm"
15900,:revolving_hearts:
15901,Sau này đừng sáng tác nhạc nữa anh nhé
15902,Tới khúc này là sao nữa :exploding_head: nhận thức âm nhạc lạ ghê
15903,"ê s tôi thấy cuốn ta = ) ) * nghe mỗi nhạc , đừng để ý lyrics = ) )"
15904,nghe nhiều thấy cũng cũng
15905,KSI gọi bài này bằng mồm
15906,quả lyrics rất là vờn nhau với pickleball
15907,nghe nhạc này xong ẻ phát mượt vãi cả lúa
15908,cảm ơn Quí rất nhiều vì đã phát hành bài này vì đến cả người chết cũng không dám còn hạt bụi tro nào
15909,"Hay thật tôi là một người thích bật nhạc mỗi sáng để nghe và hôm đó khi phát xong bài nhạc yêu thích của tôi thì nó tự chuyển bài khác và tự một thằng không ai để ík mà khi bài hát này được phát thì có gần 10 - 20 người đi tới và nhìn tôi như tôi đã giết người trong gdinh họ vay , thật thú vị"
15910,"chưa bao giờ ta nghe nhạc phải vào phần credit để xem những ai đã làm ra bài này , quá tuyệt ."
15911,hay quasa
15913,Táo bón nghe bài này ta nói nó ổng 1 đía
15916,Đọc cmt cười điên
15917,Gì nhảm dữ vậy
15918,pi ca bo
15919,Có tài năng đấy anh . GIẤU CON MẸ NGHỀ ĐI ANH UI :smiling_face_with_smiling_eyes:
15920,Cmt hài vậy trời đọc rung điểm gì
15921,nghe như căng cọt
15922,xin lời với mọi người không nghe thấy gì : )
15923,"OÁCH XÀ LÁCH VÔ CÙNG , CƯ DÂN MẠNG HẢI GỌI BẰNG PHONE"
15925,vô phước lắm mới nghe được bài này
15926,tôi chỉ nghe thấy anh đập em mạnh vào . Bank bành bank :face_with_tears_of_joy: dcm . xích nó laij
15927,Hát như cái đách Iồn vậy :party_popper:
15928,mẹ đọc cmt không ngậm được mồm
15929,"Nói sự thật là lời bài hát nghe 18 + thôi nhưng giai điệu không chê được , bắt tai thật , hay nhé anh"
15930,Tôi đang thắc mắc là con bạn tôi sau khi nghe bài này liệu nó có dám nghe nhạc nữa không và tại sao lại có một người gan dạ đến vậy chứ = ) )
15931,thể éo nào tôi nghe hết được bài này nhể
15932,"Cảm ơn ca sĩ đa tạo ra liều thuốc chưa táo bón hàng đâug thế giới , cảm phục :folded_hands:"
15933,Tôi rất thích nghe nhạc nhưng nghe bài này xong thì tôi cũng chưa chắc :crying_face:
15934,Đối thủ nặng kí của ksi
15935,"Nhạc HAY LẮM anh ơi , đừng quan tâm mọi người bình luận ạ :smiling_face_with_hearts:"
15937,Sau khi cho tế bào ung thư nghe nhạc của anh tất cả các tế bào của nó liền bốc hơi khỏi cơ thể thằng bạn em cảm ơn anh và nó cũng không muốn nghe lại 1 lần nx :face_with_tears_of_joy: :face_with_tears_of_joy:
15938,cái comment trên yt này bựa thật đấy : ) )
15939,Ủa tôi thấy nó cũng hay mà mọi người
15940,tôi sẽ cài bài này làm chuông báo thức
15941,Mẹ mày ấu trĩ đéo hiểu sao ra được cái bài này
15942,Cảm ơn bài hát này ! Thằng bạn tôi bị liệt nửa thân dưới sau khi nghe bài này đã phải đứng dậy để tắt nó đi .
15943,nhac hay truyen cam hung
15944,"Bài này hay , mỗi tội nghe như đb thôi"
15945,sự thật là tôi vào đây để đọc cmt vì nó còn hay hơn bài hát này
15946,nhạc như chị
15947,Đầu thì chê mà miệng thì nhiều đứa thuộc lắm = ) trong đấy có tôi
15948,Tôi đã dùng bài này làm báo thức và nó thật sự hiệu quả khi sáng nào tôi cũng dậy trước báo thức :red_heart:
15949,Cảm ơn anh bạn em bị điếc nghe nhạc này phải tắt chứ không tắt là mất cái lỗ tay luôn :red_heart:
15950,hay quá * là câu trả lời của người điếc khi Nghe bài này .
15951,Trời ơi mê quá mê quá trời lun
15952,"cảm ơn anh vì đã sáng tác bài này , tôi đã có thể ỉa mượt hơn trước"
15953,"Hát thì không rõ lời , về mặt hình ảnh cũng không có gì đặc sắc , lyrics thì lại quá nhàm chán ( nếu không muốn nói là vô nghĩa ) , Không có phần cao trào , bị lặp từ quá nhiều lần , còn về giọng hát thì mọi người tự nhận xét . Chỉ vậy thôi là đủ hiểu rồi , Mình nghĩ là nên đầu tư nhiều hơn vào phần giai điệu và hình ảnh và cả lyrics nữa . Vậy thôi . nếu để chấm điểm thì mình cho 2 / 10 nhé - ) ) ( 2 điểm vì sự nỗ lực )"
15954,Nói thật là bài này không đến nỗi tệ sao mọi người toxic dữ vậy ạ ( ykr ) :red_heart:
15955,cảm ơn anh vì đã sáng tác bài hát này . bật lên mà tôi đuổi hết được chuột gián bọ :red_heart:
15956,Bài này người ta nghe vì nó dở kiểu dở hấp dẫn
15957,Mé . Đọc còm cười vãi cả lúa
15958,tôi thấy hayy mà mọi người = )
15959,"Omg đứa bạn của tôi là một người điếc khi nghe bài này bạn tôi đã nghe lại được và tắt ngay bài này và bảo , tôi muốn điếc lại từ đầu ! thứ này là một điều kinh khủng nhất lịch sử nhân loại anh Ôi trời cảm ơn anh zai nhiều vì cho bạn tôi từ người bị điếc trở lại bình thường thank you very much anh zai !"
15960,Cha nội nào sáng tác được bài này vậy
15961,lời hư quá vậy anh quí ^ ^
15962,nhạc nhẽo như l
15963,từ tik sang vid này chỉ để đọc bình luận ; > >
15964,Cái đepk gì vậy . Tôi đang nghe cái gì thế này . Số lượt nghe không đáng :nauseated_face: :loudly_crying_face: :face_with_medical_mask:
15965,Mẹ ơi con muốn nghe think of it Thick of it ở nhà
15966,Tôi sẽ đặt cái này là nhạc chuông để tôi có thể dậy trước nó ! Cảm ơn ! ( P / s : Thick of it Vietnamese ver :loudly_crying_face: :folded_hands: :skull: )
15967,"Thằng bạn kẹo con của mình đang đánh Pickleball thì bị một thằng đóm con cầm đao Quan Vũ chém chết , sau khi bật bài này lên nó bắt đầu sống dậy như xác sống nó uốn éo người và nó thi triển SAYGEX Chú Thuật và đọc kinh Những Ngày Chưa Nhập Ngũ và lẩm nhẩm thần chú : "" tôi không sai , người sai là bọn ruồi đít sáng "" và bắt đầu cầm khẩu AK 47 và dao Thái Lan để tiêu diệt bọn đóm con và thiết lập thời đại cai trị của kẹo con , cám ơn vì đã cứu sống bạn mình ."
15968,đóng vào tai
15969,cần gì chế tạo bom hạt nhân khi ta có một chiếc loa công xuất mạnh và tấn con nước đó hơn nữa tôi ganh tị với những người bị điếc vì chị tôi nghe bài này nhiều vãi cả lúa
15970,Phá hoại lổ tai
15971,anh henj em pics caf bon ta vownf pci ca pnog
