,processed_text
13824,"Nghe hay bth mà , không hiểu s tự nhiên xúm zô chê gì thiệt nặng nề"
13825,"Em nghe người ta bảo được phần nhìn mất phần nghe , nhưng em thấy cả phần nhìn và nghe đều mất"
13826,may co bi gay không
13827,nam không ra nam nu không ra nu
13828,thang benh hoan
13829,nhuw ddaafu boif
13830,love !
13831,anh hen em pickle ball ta von nhau pickle ball nhap em anh anh anh
13832,toi la vui phuiong ui84ghb4t \
13833,thawngfgay benh hoasn \
13834,Lyric đéo gì lạ vậy : ) )
13835,Cảm ơn anh Đỗ Phú Quý ạ < 3 nhờ có anh mà lúc bạn em đang nằm dưới đất 2m cũng phải sống dậy để tắt nhạc
13836,Quả là ca từ ớn lạnh :cold_face:
13837,Bài hát như loz
13838,Tôi không biết đang nghe nhạc hay nghe beat nx toàn .
13839,Ung thư tai
13840,Đọc cmt buồn cười không chịu được = ) btw + 1 thảm họa âm nhạc
13841,"Làm ơn xoá nó đi , người điếc mà nghe được bài này thì khổ người ta lắm : )"
13842,những kẻ chê bai Đỗ Phú Quí không biết gì về pickleball cả
13843,nghe cũng hay phết mà ae
13844,Đứt chuỗi người :party_popper:
13845,Xem mà cửng
13846,nhac ngh nhu dam vao lo dit
13847,"Cảm ơn Quí thật nhiều vì hôm đó em bị tai nạn lật xe và khi bác sĩ tới thì đã thông báo em đã ngừng thở . Thế nhưng diệu kỳ thay ! Radio trong xe bỗng phát bài "" Pickleball "" và em đột nhiên bò đến chiếc xe và tắt nó . Thật sự cảm ơn anh rất nhiều vì đã giúp em thoát khỏi tay tử thần ."
13848,tôi có nhỏ bạn nó đang mọc răng khôn đang định đi nhổ nghe xong bài này răng nó buồn tự rụng luôn rồi
13849,1 sản phẩm rác rưởi của 1 đội ngũ rác rưởi ! tôi bỏ 1 vài giây và 1 lượt view bố thí cho mày để có thể cmt chửi mày ! Nhạc việt có loại như mày như 1 vết dơ ! Không hiểu khi mày gt bài này cho bố mẹ mày xem họ đọc nọi dung cmt chắc họ buồn lắm !
13850,ngoài cái lời với giai điệu thì bài này cũng hay mà mọi người
13851,"cảm ơn quí , tôi đang bị đau chân bổng điện thoại tôi đang để trên bàn reo nhạc của anh tôi đã có thể ngồi dậy tắt ."
13852,Nếu bài này được phát vào năm cs covid 19 thì chắc covid chạy hết rồi không cs vụ đại dịch nxa đâu = ] ]
13853,Cảm ơn anh vì đã giúp bao người có thể khôi phục chức năng của mình . Chúc anh sớm đổi nghề ạ . :sparkling_heart:
13854,"cảm ơn anh thằng anh em đang đu xà nó nghe bài của anh xong nó rớt luôn rồi , giờ đang trong bệnh viện ."
13855,"cảm ơn anh quí , thằng anh của em nó bị liệt mấy chục năm nay , nay em bật nhạc của anh chưa hết câu đầu nó đã bật dậy tắt nhạc , quả là một thần dược , cảm ơn anh"
13856,hat nhu con cac tôi
13857,đa phần mọi người vào xem là để biết nó dở đến mức nào
13858,Cảm ơn bạn . Sau khi nghe xong tôi từ trầm tính thành . TRẦM CẢM !
13859,Đùa chứ không nghe thấy nó hát cái gì luôn ấy . May quá mình bị điếc
13860,nghe như cái đb tôi
13861,Đỗ phú quí anh không nên buồn vì những bình luận tồi tệ này vì bài này nó tệ hơn
13862,nhac nhu dit vao mom lon lon lojn
13863,nhạc đéo gì kích dục à
13864,"Ỏ , sợ âm nhạc rồi đó :smiling_face_with_hearts:"
13865,em không tin anh quý có thể làm đến được vậy luôn ó
13866,Xấu nhưng hay da dẻ
13867,Khủng hoảng âm nhạc là đây
13868,bài này xứng đáng để so sánh với bài thick of it của KSI :grinning_face_with_sweat:
13869,Nhạc như pịa
13870,tôi sẽ bật bài này lên khi bị táo bón
13871,"MOng anh tiếp tục có những sản phẩm âm nhạc tuyệt vời như thế này , mãi đỉnh mãi đỉnh"
13872,tôi đã thành công đấm vào mồm ksi bằng bài hát này
13873,"Hát về một bộ môn thể thao mà không thấy chơi , mà toàn là hết nằm rồi ngồi chổng đéo . . khiêu gợi nửa mùa trên cái sân chơi ?"
13874,Hay vxl
13875,Nghe xong bài này cứu tôi được bệnh táo bón thành chuyển sang ảy chĩa
13876,Chưa bao giờ thấy ghen tỵ với người điếc như lúc này :smiling_face_with_smiling_eyes:
13877,"Tò mò từ facebook qua đây và quả thực là bài rất hay nhé . Góp ý thêm chút là viết lại lời , đổi người hát , thay producer và làm lại beat là không còn gì để chê luôn ."
13878,hahaha
13879,anh rất dũng cảm vì dám phát hành bài hát
13880,gay quá ca sĩ ơi
13881,Bài này hay quá :red_heart:
13882,Tôi bị ngu nên tôi thấy bài hát này rất hay :smiling_face_with_hearts:
13883,Bài này nó hay tới nổi mà 1 thằng bạn tôi bị điếc còn không chịu nghe
13884,Cái giọng như con vịt đực bị viêm họng mà cũng đòi ca với hát à anh bạn ? Rồi tóm lại là đọc chữ hay hét vậy ?
13885,"Lyrics bài này thật ý nghĩa đã tiếp thêm cho con bạn tôi bị ung thư nghị lực sống , giờ đây nó đã không còn ung thư nữa mà chuyển qua ung buồng trứng"
13886,bài hát này hay đến mức động vật có thể sống lại để tắt nó
13887,rác
13888,gỡ bài đi
13889,mày điên rồi
13890,Nói thật nhạc rất hay . nhưng chỉ ở mức nhạc hay thôi chứ lời thì không
13891,Nghe lời thk bạn qua nghe nó hay thật ' người câm điếc chia sẻ ' :smiling_face_with_hearts:
13892,Ck OK I love you
13893,Đọc cmt mà cười điên = )
13894,mv vô cùng hay . best scene là 3 : 14 . đang nằm dưới mồ cũng phải đội mồ sống dậy để đập cái máy vì động lực được truyền tải quá lớn
13895,Nghe méo hiểu gì nhưng tôi thuộc được ah hẹn em pickaball dm :face_with_tears_of_joy:
13896,người có tuổi xem được thấy kì lắm anh
13897,omg toi nghiện cmnr
13898,Nhờ bài này mà bạn em bị viêm tai ở bệnh viện tuyến đầu đã bị chuyển lên tuyến cuối rồi
13899,"vãi cả lúa bài hát quá tệ , lại ẩn ý tình dục vớ vẩn"
13900,"Cảm ơn anh , em đang bị táo bón . Nghe xong bài này ỉa chảy luôn . Cảm ơn anh rất nhiều !"
13901,"nghe bài này bỗng thấy anh giống đang say ghê , say gex"
13902,xoá đi
13903,Xúc phạm người nghe Hiếp dâm âm nhạc Đút cặc vào tai khán giả Thất bại của nền âm nhạc việt nam Sỉ nhục nghề ca sĩ
13904,cmt ác vãi cả lúa = )
13905,"Cảm ơn anh Quí nhờ bài hát của anh mà em bị liệt dương 20 năm tự nhiên thằng nhỏ em hôm nay nó ngổng đầu lên nó nói là "" Sao bài này hay thế ta ơi "" ! Cảm ơn , cạn phước lắm mới lướt thấy bài này"
13906,Tôi đang nghe cái gì vậy
13907,chỉ là pickleball
13908,"Thằng bạn tôi đã bật bài này ở đám tang của nó . Mọi người đến viếng thăm đều khóc nức nở , không phải vì tiếc thương mà là ghen tị với thằng bạn tôi vì nó được nằm trong quan tài ."
13909,ê nhưng mà nghe cg hơi nghiện nhé
13910,bài hát cháy quá ạ - cháy go
13911,bai nay bay gio tôi de loop luon roi
13912,Nhạc thua cả súc vật
13913,"Phần cmt bài này đúng là vựa muối , quy tụ các đại thi hào meme , đọc cười sảng = )"
13914,"nếu thần đèn xuất hiện và cho tôi bố điều ước , cả bố điều ước đó tôi sẽ dành để chắc chắn rằng tôi sẽ không bao giờ nghe bài này nữa"
13915,10 kỳ quái
13916,bài hát năng động trẻ trung phù hợp với lứa tuổi ủng hộ :beaming_face_with_smiling_eyes: :beaming_face_with_smiling_eyes:
13917,"không cần tennis hay cầu lông , chỉ cần pickleball là được ! :red_heart: :party_popper:"
13918,Nếu bài này không được phát hành thì thế giới đã có xe bay
13919,Đang khó đẻ mà bật bài bài này lên là con dễ ra ngay
13920,"Một từ thôi "" TỞM "" :smiling_face_with_halo:"
13921,"Cảm ơn Quí , đã 3 ngày rồi tôi không đi nặng được . Sau khi nghe được 15s bài hát này , nó đã muốn phọt ra luôn rồi ."
13922,"cảm ơn anh Đõ Phú Quí đã ra một tuyệt tác âm nhạc nó có thể xứng vai cùng với các danh tác nổi tiếng của các nhạc sĩ vĩ đại , em yêu anh 30 :red_heart:"
13923,bài hay quá tôi chưa bao giờ nghe được tác phẩm hay như này tuyệt phẩm âm nhạc của thời đại mong anh ra nhiều bài giống như này :red_heart:
13924,Bài này giúp tôi từ táo bón chuyển thành tiêu chảy
13925,"Tôi đã cài bài này làm nhạc chuông . Hôm nay tôi mua thuốc bổ não , lúc chuẩn bị thanh toán thì đt tôi rung lên ca khúc này . Dược sĩ bỗng cho tôi thêm 2 liều thuốc bổ mắt và tai hoàn toàn miễn phí . Cô chia sẻ cô cũng từng bị nặng như tôi nên cô thông cảm"
13926,bài 2 con vịt nghe thấy hay và ý nghĩa hơn
13927,ông này chắc hỏi ChatGPT viết cho tôi 1 bài hát hay ạ
13928,"Tôi bị trộm lẻn vào nhà , nhưng hắn không lấy gì cả , hắn chỉ mở TV và bật bài hát này thật to xong hắn chạy thoát ."
13929,"Cảm ơn . Bài nhạc sáng tác rất hay . Thằng bạn tôi bị bại liệt 25 năm cho đến khi mở bài nhạc này , bạn tôi đã đứng dậy được để tắt nhạc ."
13930,Tôi thực sự nghe bài này trong quan tài
13931,mày hát cc gì d
13932,"Cảm ơn Quí đã sáng tác ra 1 ca khúc hay đến vậy , tôi đang bị táo bón nghe xong bài này cái phọt ra hết . Cảm ơn bạn rất nhiều :red_heart:"
13933,"Cảm ơn anh quí , dạo này tôi cảm giác như ai đó ở trong phòng tôi , nhưng từ khi nghe bài này thì tôi cũng cook luôn chứ không phải mỗi nó"
13934,Xin lỗi vì đã nghiện
13935,lz gay
13936,Nghe bẩn cả tai
13937,"Bài hát nào tôi cũng thấy có khen có chê , chỉ riêng mỗi bài này là tôi chưa thấy cmt nào khen cả :face_with_tears_of_joy:"
13938,mình thì thấy rất cảm ơn bài hát . vì một người điếc như mình mà giờ có thể nghe người âm nói chuyện . trân trọng cảm ơn
13939,Bài nhạc này khiến điều hành Windows không bắt chúng ta phải update nữa
13940,nhạc quá hay
13941,Giai điệu cathy dễ vào đầu người nghe
13942,Tôi cảm thấy cực phiền phức với quảng cáo thuốc chữa bệnh trĩ của YouTube và thường ấn bỏ qua nhanh . Nhưng sau khi xem mv này tôi ước mình có thể xem quảng cáo trĩ nhiều hơn
13943,Nhạc hiếp dâm lỗ nhị
13944,"Thành thật mà nói nếu nó bài này có nhịp điệu khác , giai điệu khác , lời bài hát khác , hiệu ứng âm thanh khác , nghệ sĩ khác , chủ đề khác , thông điệp khác và thể loại khác thì nó có thể hay hơn :fire:"
13945,Bài hát này không được cho ra mắt mà nó trốn thoát :skull_and_crossbones:
13946,Hình thức tra tấn man rợ nhất 2024
13947,Nhạc rất hay có thể giúp người thực vật lấy lại được ý thức
13948,"Quá bất ngờ tôi đã tưởng đây là bài hát ủng hộ cộng đồng LGBT sâu sắc như bài "" vì sao tôi là gay "" của HKT :grinning_face_with_sweat:"
13949,"Lúc đám ma tôi hãy bật bài này lên , vì mọi người sẽ ghen tị vì người nằm trong quan tài là tôi chứ không phải họ ."
13950,Cảm ơn anh đã cứu sống người bạn bị liệt nửa người của em . Cậu ấy vốn dĩ không thể đi hay đứng được nhưng bằng 1 cách thần kì cậu ấy đã đi lại và đập vỡ chiếc loa ngay khi bài hát này cất lên . Bài nhạc của anh thật nhiệm màu
13951,"tính ra là bài hay mà chọn đề tài nó bị lỏ quá với câu "" anh hẹn em pít cô bô , ta vờn nhau pít cô bô "" nó lạ :grinning_face_with_sweat: xong dìm cả bài lun , làm nhạc ri là cũng oke rồi"
13952,em yêu anh
13953,"Em cảm ơn anh vì đã làm bài nhạc này , mấy ngày nay em không đi ẻ được mà khi bật bài của anh lên em phọt tại chỗ và cục trĩ của em cũng đã nhảy ra ngoài để tắt nhạc"
13954,vượt tầm ngôn ngữ loài người :slightly_smiling_face: :upside-down_face:
13955,ghen tị với người điếc :pensive_face:
13956,HIDDEN TALENT :hundred_points: KEEP IT HIDDEN :fire:
13957,từ Tiktok qua . Đọc quá trời cmt mà tôi vẫn chưa hiểu bài hát nó không bình thường chỗ nào á .
13958,Anh Quý hãy bỏ qua những Cmt tồi tệ đó đi vì nhạc này nó còn tệ hơn
13959,Đang buồn ỉa mà mãi không ra được nghe nhạc cái cứt phọt cmnr ra sạch . Cảm ơn phú quí nhiều . :smiling_face_with_smiling_eyes:
13960,hay qua
13961,"Bài này có tiềm năng , năng hậm"
13962,"Thật sự thất vọng về ĐPQ , theo dõi bạn từ thời cover Có Khi Nào Rời Xa mà nay làm quả mv thảm hoạ tự lyric đến Mv . Lyric thì sáo rỗng vô nghĩa còn mv thì tự nhiên đứng giữa sân mặc áo croptop rồi chổng mông ưỡn ưỡn tạo dáng ? Hình như bạn không hề có tí nghiêm túc nào với những người yêu quý bạn"
13963,Ê tớ thấy nó rất hay
13964,Đoạn điệp khúc ok mà nhỉ kk
13965,"CẢM ƠN ĐỖ PHÚ QUÝ , HÀNG XÓM NHÀ TÔI THƯỜNG XUYÊN HÁT KARAOKE ĐẾN KHUYA NÊN TÔI CẢM THẤY RẤT PHIỀN PHỨC VÌ Ô NHIỄM TIẾNG ỒN , SAU KHI MỞ BÀI HÁT NÀY LÊN CHO CẢ XÓM NGHE THÌ THẬT KÌ DIỆU , GIỜ ĐÂY THAY VÌ TỤ TẬP HÁT KARAOKE VÀO MỖI BUỔI TỐI THÌ HỌ ĐÃ CHUYỂN NHÀ ĐI HẾT VÀ KHÔNG CÒN AI LÀM ỒN VÀO MỖI BUỔI TỐI NỮA , PHẢI NÓI BÀI HÁT CÒN CÓ SỨC MẠNH TRÊN CẢ Ô NHIỄM TIẾNG ỒN : ("
13966,Thick of it của Việt Nam
13967,Nhưng mà anh ơi nó giống nhạc sex gay á anh
13968,"12 , 6k like và 41 , 4k dislike , tuyệt"
13969,Tôi thích cái cách mọi người comment y như cái cách Thick of it của KSI bị như vậy
13970,"Bài hát này không được phát hành , bài hát này xổng chuồng chạy lên đây :hear-no-evil_monkey:"
13971,Có lẻ chính phủ Mỹ đã lỡ tay đăng “ dựng cụ tra tấn ” lên mạng và khiến nhiều người vô tội bị vạ lây Pov : bạn bị Triều Tiên tra tấn
13972,Là ai chứ tôi thích đoạn 3 : 15 chở đi
13973,Đẹp vô lây
13974,"Tôi đã từng bị táo bón kinh niên , cho đến khi nghe được bài này của anh Quý , mọi thứ tuôn ra như 1 câu trả lời cho sự kìm hãm bấy lâu nay . anh đúng là đã cống hiến 1 thành tựu to lớn cho nền y học nước nhà"
13975,cringe moment
13976,Tiềm năng vương lên quốc tế
13977,em cảm ơn anh nhiều em có thằng bạn bị liệt chân 10 năm sau khi em cho nó nghe bài pích cờ bôn của anh thì nó đã chạy nhanh ra tắt bài này rồi
13978,Anh hẹn em Pickleball Ta vờn nhau Licktheball : )
13979,"Bài hát này rất tuyệt , anh xứng đáng là KSI của Việt Nam :red_heart:"
13980,Tôi thấy cả tuần học văn còn hơn nghe bài này
13981,"Trận Chiến Pickleball và Ánh Sáng Vương Quốc Chiều Thẩm Bao Hồi 1 : Vùng Đất Loa Xồn - Khởi Đầu Thế Lực Trong đất nước Chiều Thẩm Bao , có bốn vùng đất nổi tiếng : Loa Xồn , Thiên Lý , Tồn Lao , và Tầm Gia . Vùng Loa Xồn , nơi có khí hậu ôn hòa và phong thổ màu mỡ , là nơi mà nhân vật anh hùng Quách Phan sinh ra và lớn lên . Quách Phan là một thanh niên tài bố , nhưng nổi bật hơn cả là câu nói mà ai cũng nhớ đến khi gặp anh : "" Put some respect on my name "" . Câu nói này không chỉ là khẩu hiệu mà còn là lời khẳng định mạnh mẽ về bản thân và địa vị của anh trong xã hội . Với âm nhạc tài bố , Quách Phan đã sáng tác một bài hát nổi danh khắp vùng đất Loa Xồn , khẳng định vị thế của mình trong cuộc sống . Bài hát ấy vang lên vào những đêm khuya , khi bóng đêm bao trùm , và anh cất lời : "" Trong bóng đêm anh chỉ còn thấy bóng đêm , Nhìn vào mắt em anh thấy hai cái tròng đen . "" Mỗi câu chữ trong bài hát như một lời thách thức , thể hiện sự kiên cường và quyết tâm của Quách Phan . Câu hỏi anh thường xuyên hỏi mọi người , "" Chiếc áo bà bố sao bà Tư bả mặc ? "" như là một thách thức , một cách để tạo dựng niềm tin và khẳng định sự tồn tại của mình . Hồi 2 : Khả Vy - Người Con Gái Thiên Lý với Giọng Hát Du Dương Khả Vy , người con gái xinh đẹp của vùng Thiên Lý , nổi tiếng không chỉ vì sắc đẹp mà còn vì giọng hát ngọt ngào , vang vọng cả đất trời . Những lời hát của nàng như một lời nguyền khiến những ai nghe phải lưu luyến . Đặc biệt , câu hát "" From the screen , to the ring , to the pen , to the king . Where ' s my crown ? That my bling . Always drama when I ring "" đã vang lên khắp nơi , như một lời khẳng định bản lĩnh của nàng . Khả Vy không phải là người dễ dàng chịu khuất phục , và nàng đồng ý với Quách Phan rằng họ sẽ cùng chiến đấu để bảo vệ đất nước khỏi sự xâm lược của vương quốc Hắc Đài , với vũ khí duy nhất là môn Pickleball - một môn thể thao mà cả hai đã luyện tập từ lâu . Hồi 3 : Cuộc Chiến với Hắc Đài - Mối Đe Dọa Từ Hàn Tứ Phủ và Hàn Quý Phong Ở phương Bắc , vương quốc Hắc Đài đang vươn ra , mơ ước xâm chiếm vùng đất giàu có Chiều Thẩm Bao . Hai anh em Hàn Tứ Phủ và Hàn Quý Phong , với 22 vạn binh lính , chia quân vào hai khu vực : Cao Lỗ và Hắc Nhị . Họ cầm trong tay những con chó dại , hung tợn như những chiến binh , và đã xâm lấn mạnh mẽ vào đất Tầm Gia và Tồn Lao . Một ngày nọ , quân đội Hắc Đài dưới sự chỉ huy của Hàn Tứ Phủ và Hàn Quý Phong tiến vào vùng đất Chiều Thẩm Bao . Quân Hắc Đài chia làm hai đội , một đội xâm lược Loa Xồn , một đội tiến vào các vùng đất Thiên Lý , Tồn Lao và Tầm Gia . Quân giặc ở Hắc Nhị tấn công Loa Xồn , nhưng không thể thắng nổi sức kháng cự kiên cường của người dân nơi đây . Ngược lại , quân của Hắc Đài tại các vùng đất Thiên Lý , Tồn Lao và Tầm Gia lại gặp thất bại thảm hại trước sự đoàn kết và quyết tâm của những người dân nơi đó . Trong lúc trận chiến ở Loa Xồn vẫn chưa thể phân định thắng bại , Quách Phan và Khả Vy quyết định giao đấu với hai anh em nhà Hắc Đàichỉ có một trận chiến cuối cùng sẽ giải quyết mọi thứ . Trận chiến ấy sẽ diễn ra bằng môn Pickleball . Hồi 4 : Trận Chiến Pickleball Đẫm Máu Quách Phan và Khả Vy , mặc dù chỉ là những thường dân , nhưng với sức mạnh âm nhạc và trí tuệ , họ quyết định đáp lại lời thách thức của hai anh em nhà Hắc Đài . Cuộc chiến không phải bằng vũ khí , mà bằng sự tinh tế và trí tuệ trong môn Pickleball , một môn thể thao mà họ đã dày công luyện tập . Hai anh em Hàn Tứ Phủ và Hàn Quý Phong đã sẵn sàng với chiến thuật đẫm máu , họ gắn dao vào vợt Pickleball để tạo ra những cú đập sắc bén như dao cắt . Đúng như câu nói của họ : "" Nếu mày xả giao là tôi xả dao "" – chiến thuật "" xả dao "" này không chỉ là một trò chơi , mà là một cuộc chiến sống còn . Nhưng Quách Phan và Khả Vy không hề nao núng , vẫn vững vàng chiến đấu . Họ giao đấu qua từng cú vung vợt , mỗi đợt đập banh mạnh mẽ như những đòn đánh đích thực . Quách Phan hô lớn : "" Ta chỉ chơi Pickleball , không nên vượt mức Pickleball "" . Cả hai vờn nhau trong những đợt tấn công bất ngờ . Nhưng Hàn Tứ Phủ và Hàn Quý Phong không dễ dàng bỏ cuộc , họ sử dụng tiểu xảo "" High and low , từ thấp đến trên cao "" để che mắt đối thủ . Tuy nhiên , Phan và Vy vẫn luôn kiên định với lời hứa : "" Không được lơ là đưa chân quá gần , hãy kiềm chế nào ! "" Mỗi bước di chuyển của họ đều tính toán kỹ lưỡng , không để đối thủ có cơ hội tấn công . Hồi 5 : Cơn Cuồng Phong Từ Những Trận Đánh Mạnh Mẽ Đúng như dự đoán , mỗi đòn đánh lại khiến Quách Phan và Khả Vy dồn hết sức vào trò chơi . Hàn Tứ Phủ và Hàn Quý Phong không chỉ tìm cách thắng trận mà còn dùng những chiêu thức bẩn thỉu để khiến đối thủ mắc sai lầm . Họ tia bóng vào nhau với những cú đánh "" thua mà 5 lần , em sẽ nằm trên anh "" , ý muốn khiêu khích . Nhưng Quách Phan không để tâm , chỉ nói : "" Lùi chút chút lùi về sau không chạm , lùi xuống sâu vào . "" Hồi 6 : Sự Bất Ngờ và Lòng Dũng Cảm Khả Vy , với sự tinh tế trong từng động tác , mạnh mẽ nhưng không thiếu khéo léo , đón nhận bóng từ mọi hướng : "" Pick it up . Pick it up . Pick it up , your ball "" . Một cú đánh ngọt ngào nhưng đầy quyết đoán khiến cho đội quân của Hắc Đài không kịp trở tay . Quách Phan tiếp tục vung vợt : "" Smack that , holla back at me ! "" Những lúc đối mặt , Phan nói : "" Better look up , or I will catch up . and Sheesh ! "" – một lời cảnh báo khiến đối thủ càng thêm khiếp sợ . Những lời nói của anh dường như trở thành lời hăm dọa đối với những kẻ xâm lược . Hồi 7 : Kết Cục Cuối Cùng - Chiến Thắng và Bình Yên Cuối cùng , với một cú đập bóng mạnh mẽ từ Khả Vy , cô đã chạm đúng vào điểm yếu của Hàn Tứ Phủ và Hàn Quý Phong . “ Bang bang bang bang bang bang bang ” — tiếng vợt đập bóng vang lên , cùng lúc đó , cả hai kẻ bạo chúa ngã xuống , đầu vợt gắn dao văng ra xa . “ Nhà mày cũng cháy nhưng mà cháy đen ! ” — Quách Phan cười khẩy , khi nhìn thấy sự sụp đổ của kẻ thù . Quân đội Hắc Đài tan rã , và không còn bóng dáng của hai anh em Hàn Tứ Phủ và Hàn Quý Phong . Với chiến thắng vang dội , Quách Phan được Lưu Hoan Tỉnh phong lên làm vua của Chiều Thẩm Bao . Vị vua trẻ tuổi đã sáng lập một triều đại hưng thịnh , nơi sự công bằng , tôn trọng và hòa bình được duy trì . Quách Phan , người luôn tự hào với câu nói "" Put some respect on my name , "" tiếp tục giữ vững niềm tự hào của mình , trong khi Khả Vy trở thành hoàng hậu , cùng hắn cai trị đất nước . Trong bóng đêm , khi mọi thứ đã yên bình , Quách Phan và Khả Vy vẫn tiếp tục sống cuộc sống hạnh phúc . Những vết thương của cuộc chiến đã dần lành , nhưng bài học từ trận chiến Pickleball , nơi mỗi cú đập bóng là một chiến thắng của lòng kiên cường , vẫn mãi tồn tại trong trái tim của dân tộc Chiều Thẩm Bao . Hồi 8 : Triều Đại Hưng Thịnh Với sự trị vì của Quách Phan , đất nước Chiều Thẩm Bao trở thành một quốc gia hùng mạnh . Tình yêu giữa Quách Phan và Khả Vy đã làm nền tảng cho sự ổn định và phát triển của vương quốc . Vị vua này tiếp tục phát triển âm nhạc , văn hóa và xây dựng một xã hội vững mạnh . Hồi 9 : Lời Khẳng Định Quách Phan và Khả Vy ngồi trong lâu đài , ngắm nhìn đất nước thịnh vượng . Họ cùng nhau hát những bản nhạc vui tươi , và Quách Phan lại hỏi : "" Chiếc áo bà bố sao bà Tư bả mặc ? "" Câu hỏi ấy không chỉ là một lời đùa vui , mà còn là một lời nhắc nhở về sự khiêm tốn , về tình yêu và sự kính trọng đối với những người dân trong vương quốc của mình ."
13982,Tôi cứu được người đau tim hồi sinh :nerd_face: :backhand_index_pointing_up:
13983,thằng nào chửi là đéo bt nghe nhạc
13984,Cần bận phụ đề
13985,Nhạc chưa nghe mà đọc cmt thấy sản phẩm cũng có tính giải trí cao đấy chứ = ) )
13986,S lạc quẻ vậy
13987,dcm baif l bede vãi cả lúa
13988,Thôi đi lao động chân tay đi nhạc như lol
13989,"Anh mình bị câm bẩm sinh , trước đã đi chạy chữa rất nhiều nơi nhưng vẫn không chữa được . Đến hôm nay mình vô tình bật bài này trong phòng anh thì anh đã thốt lên rõ ràng từng chữ : "" Cái l gì thế """
13990,anh trai say gex :pile_of_poo:
13991,hơn phim séc cực mạnh
13992,Ê càng nghe càng cuốn nhé
13993,Chữ tôi trong Đỗ Phú Quí có nghĩa là Tài Năng
13994,"Cảm ơn anh vì quán cafe của mẹ em sau 9h đóng cửa nhưng khách vẫn ngồi lì đó , sau khi mẹ em bật bài hát này thì ngay sau đó khách đi về hết ."
13995,Cảm ơn ca sĩ vì đã cho em biết nhạc jack còn hay hơn bài này cả tỉ lần :grinning_face_with_sweat:
13996,Khi nghe bài hát này rồi em cảm thấy nói còn kinh khủng hơn cách người la mã Tra tấn
13997,Đối thủ nặng kí của thick of it
13998,"Cá nhân tôi thấy hay bắt tai vui vui , nghe nhạc ít nghĩ thôi"
13999,thấy lần ra nhạc này của Quí không được ae atsh uho :crying_face:
14000,"ai viết lyric cho toi đi mọi người oi , ảnh đỉnh quá nên tôi không hiểu gì = )"
14001,mãi ủng hộ anh Đỗ Phú Quí … em mong anh hãy sớm thoát ra khỏi âm nhạc và sống một cuộc sống bình thường như những người khác … chúc anh sớm thành công trên con đường cai nghiện âm nhạc và làm nhạc ạ
14002,bài này còn hại hơn cả xem skibidi toilet :pile_of_poo:
14003,Cảm ơn anh nhé điếc mấy năm với bại liệt mà nghe cái em khoẻ re luôn
14004,đang bị liệt nx người dưới mà phải đi lại tắt nhạc
14005,thật ghen tị với người điếc
14006,bài này hay thiệt mà :loudly_crying_face:
14007,cảm ơn ca sĩ đã giúp bạn tôi điếc lâu năm phải đứng dậy tắt nhạc :hundred_points: :red_heart: ‍ :fire:
14008,Hay vãi chưởng
14009,dcm làm nhạc cho chó nghe à :skull:
14010,"Nghe như qc cáo tôi là thằng : bán dê , giọng thì khó nghe nội dung rẻ tiền , nhạc như nhạc phim jav"
14011,"Em tôi bị chứng biến ăn được 2 năm rồi . Nhìn em nó toàn da bọc xương . Vô tình tôi thấy được bài hát của tác giả và tôi đã biết cách trị bệnh rồi :party_popper: . Tôi hỏi em tôi : "" mày ăn không , không ăn tôi cho mày nghe nhạc tới 7 ngày "" . Ngay lặp tức em tôi hả miệng bự như cái mâm cơm và nuốt luôn cái tô :face_with_tears_of_joy:"
14012,Nghe như khiêu dâm ý
14013,Ai có tình trạng ẻ không được thì nên nghe bài này nhé
14014,Anh bt làm nhạc không á :crying_face:
14015,clm khắm lọ quá ae ơi
14016,Bài kiểu méo gì đây
14017,Mấy web phim sét nên lấy bài này làm nhạc phim
14018,biết vì sao bị loại chưa ? : )
14019,"Theo những thông tin chưa được kiểm chứng , NASA đã ghi nhận được sự tuyệt diệt của 274 nền văn minh ngoài trái đất , đặc điểm chung của những nền văn minh đó đều là vô tình bắt được sóng âm thanh của bài hát này . Và dự kiến đến tháng 1 - 2025 , NASA sẽ trình lên LHQ dự thảo ban đầu về dự án "" Lá Chắn Thép "" : bằng cách phát bài hát bích cơ bô công suất 1 tỷ kw trên trạm vũ trụ ISS , chúng ta sẽ tạo ra 1 lá chắn chống lại sự xâm lăng của người ngoài hành tinh , đảm bảo những kẻ xâm lược phải chịu sự tra tấn tàn bạo nhất ."
14020,Nhạc này khiến chiến tranh thế chiến 3 không xảy ra :loudly_crying_face: :loudly_crying_face:
14021,Cảm ơn anh vì bố của tôi đang sống thực vật mà tự dậy tắt đi bài hát cảm ơn anh :face_with_tears_of_joy:
14022,Cái làm nó chưa thèm gỡ xuống luôn à
14023,Sao anh cà ẹo cà ẹo vậy
14024,Bài này ghép vô video say gex thì hợp hơn
14025,bài nhạc này khiến cho người mù ước mình bị điếc
14026,Đây là lần đầu tiên tôi không phàn nàn về việc Wi - Fi của mình bị giật
14027,"cảm ơn anh đã cho bạn tôi bị điếc nghe được , và nó nói bài này da khiến nó nghe được trở lại cảm ơn anh :fire:"
14028,Nhạc gọi vốn hả
